shear_bin,0,1,2,3,4
0,0.07959183673469386,0.14591836734693878,0.03979591836734693,0.0,0.0
1,0.17653061224489797,0.06326530612244897,0.0119789513518764,-0.0031774062281664573,-0.0031004448316364745
2,0.1394330653629679,0.029470827412957087,-0.0016410562029055865,-0.005347897646343025,-0.014700345011540557
3,0.010379093750226553,-0.014496914179756936,-0.03198769239501041,-0.001768266884429423,-0.07945465462136228
4,-0.05593746703290519,-0.054504767810869714,-0.09199381426114339,-0.13739402108247567,-0.20085923050580945
