shear_bin,0,1,2,3,4
0,0.07959183673469386,0.14591836734693878,0.03979591836734693,0.0,0.0
1,0.17653061224489797,0.06326530612244897,0.013265306122448979,0.0,0.0
2,0.14183673469387756,0.03367346938775511,0.013265306122448979,0.026530612244897958,0.013265306122448979
3,0.03061224489795919,0.010204081632653064,0.026530612244897958,0.10612244897959183,0.026530612244897958
4,0.0,0.0,0.013265306122448979,0.026530612244897958,0.013265306122448979
